fieldID,DonorSpp,Transplant,Treatment,Transect,Rep,Transect,Position,Offset,Side,Transplant date,Moist_190509,Moist_190605
310,POSE,POSE,Feedback,2,6,2,10,1,R,16-Oct-18,10.4,5
311,POSE,POSE,Exclusion,2,6,2,10,1,R,16-Oct-18,13,2.8
312,POSE,POSE,Control,2,6,2,10,1,R,16-Oct-18,16.1,3.5
313,ARTR,ARTR,Feedback,2,6,2,11.2,5,L,15-Oct-18,14.6,9
314,ARTR,ARTR,Exclusion,2,6,2,11.2,5,L,15-Oct-18,8.5,10.8
315,ARTR,ARTR,Control,2,6,2,11.2,5,L,15-Oct-18,13.5,8.1
316,ARTR,HECO,Feedback,2,6,2,11.2,5,L,18-Oct-18,17.6,3.4
317,ARTR,HECO,Exclusion,2,6,2,11.2,5,L,18-Oct-18,14.2,7.3
318,ARTR,HECO,Control,2,6,2,11.2,5,L,18-Oct-18,15.3,4.9
319,ARTR,PSSP,Feedback,2,6,2,11.2,5,L,17-Oct-18,12.8,6.8
320,ARTR,PSSP,Exclusion,2,6,2,11.2,5,L,17-Oct-18,14.7,12.9
321,ARTR,PSSP,Control,2,6,2,11.2,5,L,17-Oct-18,12.5,8.6
322,ARTR,POSE,Feedback,2,6,2,11.2,5,L,16-Oct-18,11.4,6
323,ARTR,POSE,Exclusion,2,6,2,11.2,5,L,16-Oct-18,8.3,7.6
324,ARTR,POSE,Control,2,6,2,11.2,5,L,16-Oct-18,12,8.9
325,BARE,ARTR,Feedback,2,6,2,12.5,0,,15-Oct-18,12.2,8.5
326,BARE,ARTR,Exclusion,2,6,2,12.5,0,,15-Oct-18,13,6.1
327,BARE,ARTR,Control,2,6,2,12.5,0,,15-Oct-18,12.5,4.4
328,BARE,HECO,Feedback,2,6,2,12.5,0,,18-Oct-18,9.8,8.9
329,BARE,HECO,Exclusion,2,6,2,12.5,0,,18-Oct-18,10.2,5.7
330,BARE,HECO,Control,2,6,2,12.5,0,,18-Oct-18,5.7,9.5
331,BARE,PSSP,Feedback,2,6,2,12.5,0,,17-Oct-18,8.3,6.2
332,BARE,PSSP,Exclusion,2,6,2,12.5,0,,17-Oct-18,10.7,5.1
333,BARE,PSSP,Control,2,6,2,12.5,0,,17-Oct-18,12.5,6
334,BARE,POSE,Feedback,2,6,2,12.5,0,,16-Oct-18,11.9,4.8
335,BARE,POSE,Exclusion,2,6,2,12.5,0,,16-Oct-18,13.6,6.3
336,BARE,POSE,Control,2,6,2,12.5,0,,16-Oct-18,11.6,7.3
337,PSSP,ARTR,Feedback,2,6,2,16.3,4,L,15-Oct-18,10.2,5.9
338,PSSP,ARTR,Exclusion,2,6,2,16.3,4,L,15-Oct-18,13.3,7.7
339,PSSP,ARTR,Control,2,6,2,16.3,4,L,15-Oct-18,12.8,4.8
340,PSSP,HECO,Feedback,2,6,2,16.3,4,L,18-Oct-18,8.8,6.1
341,PSSP,HECO,Exclusion,2,6,2,16.3,4,L,18-Oct-18,14,6.5
342,PSSP,HECO,Control,2,6,2,16.3,4,L,18-Oct-18,11,5.9
343,PSSP,PSSP,Feedback,2,6,2,16.3,4,L,17-Oct-18,11.3,6.2
344,PSSP,PSSP,Exclusion,2,6,2,16.3,4,L,17-Oct-18,14.4,10.1
345,PSSP,PSSP,Control,2,6,2,16.3,4,L,17-Oct-18,12.5,7.1
346,PSSP,POSE,Feedback,2,6,2,16.3,4,L,16-Oct-18,11.8,6.8
347,PSSP,POSE,Exclusion,2,6,2,16.3,4,L,16-Oct-18,12.3,6.8
348,PSSP,POSE,Control,2,6,2,16.3,4,L,16-Oct-18,12.7,6.7
349,HECO,ARTR,Feedback,2,6,2,6,3,R,15-Oct-18,14.7,9.9
350,HECO,ARTR,Exclusion,2,6,2,6,3,R,15-Oct-18,16.5,7.8
351,HECO,ARTR,Control,2,6,2,6,3,R,15-Oct-18,17.5,9.8
352,HECO,HECO,Feedback,2,6,2,6,3,R,18-Oct-18,14.7,7.5
353,HECO,HECO,Exclusion,2,6,2,6,3,R,18-Oct-18,14.4,8
354,HECO,HECO,Control,2,6,2,6,3,R,18-Oct-18,12.6,9.4
355,HECO,PSSP,Feedback,2,6,2,6,3,R,17-Oct-18,9.6,8.6
356,HECO,PSSP,Exclusion,2,6,2,6,3,R,17-Oct-18,12.6,7.1
357,HECO,PSSP,Control,2,6,2,6,3,R,17-Oct-18,16.4,8.3
358,HECO,POSE,Feedback,2,6,2,6,3,R,16-Oct-18,11.2,11.3
359,HECO,POSE,Exclusion,2,6,2,6,3,R,16-Oct-18,13.2,8.3
360,HECO,POSE,Control,2,6,2,6,3,R,16-Oct-18,15.3,7.8
361,PSSP,ARTR,Feedback,3,7,3,1.8,3,L,15-Oct-18,9.9,5.1
362,PSSP,ARTR,Exclusion,3,7,3,1.8,3,L,15-Oct-18,11.8,3.8
363,PSSP,ARTR,Control,3,7,3,1.8,3,L,15-Oct-18,15,5.3
364,PSSP,HECO,Feedback,3,7,3,1.8,3,L,18-Oct-18,13,9.5
365,PSSP,HECO,Exclusion,3,7,3,1.8,3,L,18-Oct-18,11.6,7.8
366,PSSP,HECO,Control,3,7,3,1.8,3,L,18-Oct-18,14.5,7.2
367,PSSP,PSSP,Feedback,3,7,3,1.8,3,L,17-Oct-18,11.3,4.4
368,PSSP,PSSP,Exclusion,3,7,3,1.8,3,L,17-Oct-18,12.3,7.5
369,PSSP,PSSP,Control,3,7,3,1.8,3,L,17-Oct-18,11.4,6.7
370,PSSP,POSE,Feedback,3,7,3,1.8,3,L,16-Oct-18,10.8,6.7
371,PSSP,POSE,Exclusion,3,7,3,1.8,3,L,16-Oct-18,8.4,6.2
372,PSSP,POSE,Control,3,7,3,1.8,3,L,16-Oct-18,12.9,6.5
373,HECO,ARTR,Feedback,3,7,3,1.8,7,L,15-Oct-18,15.8,7.1
374,HECO,ARTR,Exclusion,3,7,3,1.8,7,L,15-Oct-18,11,5.9
375,HECO,ARTR,Control,3,7,3,1.8,7,L,15-Oct-18,11.3,10.9
376,HECO,HECO,Feedback,3,7,3,1.8,7,L,18-Oct-18,7.2,8.3
377,HECO,HECO,Exclusion,3,7,3,1.8,7,L,18-Oct-18,11.3,8.1
378,HECO,HECO,Control,3,7,3,1.8,7,L,18-Oct-18,14.7,9.9
379,HECO,PSSP,Feedback,3,7,3,1.8,7,L,17-Oct-18,11.8,9.4
380,HECO,PSSP,Exclusion,3,7,3,1.8,7,L,17-Oct-18,12.4,5.6
381,HECO,PSSP,Control,3,7,3,1.8,7,L,17-Oct-18,13.5,8.6
382,HECO,POSE,Feedback,3,7,3,1.8,7,L,16-Oct-18,15.6,8.6
383,HECO,POSE,Exclusion,3,7,3,1.8,7,L,16-Oct-18,8.6,6.7
384,HECO,POSE,Control,3,7,3,1.8,7,L,16-Oct-18,14.8,8.6
385,POSE,ARTR,Feedback,3,7,3,1.8,2.5,R,15-Oct-18,7.8,4.6
386,POSE,ARTR,Exclusion,3,7,3,1.8,2.5,R,15-Oct-18,11.8,8.1
387,POSE,ARTR,Control,3,7,3,1.8,2.5,R,15-Oct-18,12.4,4.2
388,POSE,HECO,Feedback,3,7,3,1.8,2.5,R,18-Oct-18,10.2,5.6
389,POSE,HECO,Exclusion,3,7,3,1.8,2.5,R,18-Oct-18,12.2,6.7
390,POSE,HECO,Control,3,7,3,1.8,2.5,R,18-Oct-18,13.1,6.7
391,POSE,PSSP,Feedback,3,7,3,3.9,1,L,17-Oct-18,9.6,6.3
392,POSE,PSSP,Exclusion,3,7,3,3.9,1,L,17-Oct-18,10.2,4.8
393,POSE,PSSP,Control,3,7,3,3.9,1,L,17-Oct-18,13.9,4.6
394,POSE,POSE,Feedback,3,7,3,3.9,1,L,16-Oct-18,14.6,8.2
395,POSE,POSE,Exclusion,3,7,3,3.9,1,L,16-Oct-18,7,6.9
396,POSE,POSE,Control,3,7,3,3.9,1,L,16-Oct-18,13.8,5.5
397,ARTR,ARTR,Feedback,3,7,3,6.3,0,,16-Oct-18,13.7,8.3
398,ARTR,ARTR,Exclusion,3,7,3,6.3,0,,16-Oct-18,8.3,6.5
399,ARTR,ARTR,Control,3,7,3,6.3,0,,16-Oct-18,6,7
400,ARTR,HECO,Feedback,3,7,3,6.3,0,,18-Oct-18,8.9,6.5
401,ARTR,HECO,Exclusion,3,7,3,6.3,0,,18-Oct-18,10.1,7.8
402,ARTR,HECO,Control,3,7,3,6.3,0,,18-Oct-18,13.6,5.8
403,ARTR,PSSP,Feedback,3,7,3,6.3,0,,18-Oct-18,9.6,8.6
404,ARTR,PSSP,Exclusion,3,7,3,6.3,0,,18-Oct-18,10.2,8.8
405,ARTR,PSSP,Control,3,7,3,6.3,0,,18-Oct-18,12.9,7.3
406,ARTR,POSE,Feedback,3,7,3,6.3,0,,17-Oct-18,6.7,9.1
407,ARTR,POSE,Exclusion,3,7,3,6.3,0,,17-Oct-18,12.1,11.2
408,ARTR,POSE,Control,3,7,3,6.3,0,,17-Oct-18,9.1,12.1
409,BARE,ARTR,Feedback,3,7,3,6.5,1,L,16-Oct-18,15.8,5.5
410,BARE,ARTR,Exclusion,3,7,3,6.5,1,L,16-Oct-18,13.8,9.9
411,BARE,ARTR,Control,3,7,3,6.5,1,L,16-Oct-18,12.3,7.5
412,BARE,HECO,Feedback,3,7,3,6.5,1,L,18-Oct-18,10.8,9.5
413,BARE,HECO,Exclusion,3,7,3,6.5,1,L,18-Oct-18,16.3,8.9
414,BARE,HECO,Control,3,7,3,6.5,1,L,18-Oct-18,15.9,4.9
415,BARE,PSSP,Feedback,3,7,3,6.5,1,L,18-Oct-18,11.5,9.3
416,BARE,PSSP,Exclusion,3,7,3,6.5,1,L,18-Oct-18,13.4,9.1
417,BARE,PSSP,Control,3,7,3,6.5,1,L,18-Oct-18,10,10.2
418,BARE,POSE,Feedback,3,7,3,6.5,1,L,17-Oct-18,12.4,7.4
419,BARE,POSE,Exclusion,3,7,3,6.5,1,L,17-Oct-18,11.8,7.7
420,BARE,POSE,Control,3,7,3,6.5,1,L,17-Oct-18,9.7,6.4
421,POSE,ARTR,Feedback,3,8,3,9.2,2.5,L,16-Oct-18,8,7.2
422,POSE,ARTR,Exclusion,3,8,3,9.2,2.5,L,16-Oct-18,10.6,6.8
423,POSE,ARTR,Control,3,8,3,9.2,2.5,L,16-Oct-18,10.8,5.5
424,POSE,HECO,Feedback,3,8,3,9.2,2.5,L,18-Oct-18,7.1,6
425,POSE,HECO,Exclusion,3,8,3,9.2,2.5,L,18-Oct-18,11.2,4.9
426,POSE,HECO,Control,3,8,3,9.2,2.5,L,18-Oct-18,13.7,6.1
427,POSE,PSSP,Feedback,3,8,3,11,2,L,18-Oct-18,12.3,8.3
428,POSE,PSSP,Exclusion,3,8,3,11,2,L,18-Oct-18,13.1,6.6
429,POSE,PSSP,Control,3,8,3,11,2,L,18-Oct-18,10.2,7.6
430,POSE,POSE,Feedback,3,8,3,11,2,L,17-Oct-18,15.6,6.1
431,POSE,POSE,Exclusion,3,8,3,11,2,L,17-Oct-18,12.4,6.8
432,POSE,POSE,Control,3,8,3,11,2,L,17-Oct-18,7.6,3.8
433,BARE,ARTR,Feedback,3,8,3,12,7,L,16-Oct-18,16.2,6.8
434,BARE,ARTR,Exclusion,3,8,3,12,7,L,16-Oct-18,15,6.2
435,BARE,ARTR,Control,3,8,3,12,7,L,16-Oct-18,13.7,6.2
436,BARE,HECO,Feedback,3,8,3,12,7,L,18-Oct-18,16.2,9.5
437,BARE,HECO,Exclusion,3,8,3,12,7,L,18-Oct-18,15.1,10.5
438,BARE,HECO,Control,3,8,3,12,7,L,18-Oct-18,16.1,9.4
439,BARE,PSSP,Feedback,3,8,3,12,7,L,18-Oct-18,14.1,10.4
440,BARE,PSSP,Exclusion,3,8,3,12,7,L,18-Oct-18,14,11
441,BARE,PSSP,Control,3,8,3,12,7,L,18-Oct-18,17.1,6.5
442,BARE,POSE,Feedback,3,8,3,12,7,L,17-Oct-18,16.9,7.9
443,BARE,POSE,Exclusion,3,8,3,12,7,L,17-Oct-18,17.8,9.3
444,BARE,POSE,Control,3,8,3,12,7,L,17-Oct-18,17.7,8.6
445,ARTR,ARTR,Feedback,3,8,3,13.3,5,L,16-Oct-18,11.9,9.4
446,ARTR,ARTR,Exclusion,3,8,3,13.3,5,L,16-Oct-18,13.9,12.3
447,ARTR,ARTR,Control,3,8,3,13.3,5,L,16-Oct-18,14.9,8.3
448,ARTR,HECO,Feedback,3,8,3,13.3,5,L,18-Oct-18,13.2,6
449,ARTR,HECO,Exclusion,3,8,3,13.3,5,L,18-Oct-18,12.3,9.2
450,ARTR,HECO,Control,3,8,3,13.3,5,L,18-Oct-18,15.1,13.3
451,ARTR,PSSP,Feedback,3,8,3,13.3,5,L,18-Oct-18,13.3,9.4
452,ARTR,PSSP,Exclusion,3,8,3,13.3,5,L,18-Oct-18,13.9,10.3
453,ARTR,PSSP,Control,3,8,3,13.3,5,L,18-Oct-18,16.3,9.4
454,ARTR,POSE,Feedback,3,8,3,13.3,5,L,17-Oct-18,18.2,10
455,ARTR,POSE,Exclusion,3,8,3,13.3,5,L,17-Oct-18,13.2,6.4
456,ARTR,POSE,Control,3,8,3,13.3,5,L,17-Oct-18,15.8,5.6
457,PSSP,ARTR,Feedback,3,8,3,13.9,0.5,L,16-Oct-18,16.6,6.8
458,PSSP,ARTR,Exclusion,3,8,3,13.9,0.5,L,16-Oct-18,14.3,8.8
459,PSSP,ARTR,Control,3,8,3,13.9,0.5,L,16-Oct-18,11.3,7.9
460,PSSP,HECO,Feedback,3,8,3,13.9,0.5,L,18-Oct-18,9.7,6.1
461,PSSP,HECO,Exclusion,3,8,3,13.9,0.5,L,18-Oct-18,12,5.4
462,PSSP,HECO,Control,3,8,3,13.9,0.5,L,18-Oct-18,13.9,7.4
463,PSSP,PSSP,Feedback,3,8,3,13.9,0.5,L,18-Oct-18,11.8,5.7
464,PSSP,PSSP,Exclusion,3,8,3,13.9,0.5,L,18-Oct-18,9.7,5.8
465,PSSP,PSSP,Control,3,8,3,13.9,0.5,L,18-Oct-18,14.9,6.9
466,PSSP,POSE,Feedback,3,8,3,13.9,0.5,L,17-Oct-18,11.4,6.5
467,PSSP,POSE,Exclusion,3,8,3,13.9,0.5,L,17-Oct-18,13,6.6
468,PSSP,POSE,Control,3,8,3,13.9,0.5,L,17-Oct-18,13.3,5.8
469,HECO,ARTR,Feedback,3,8,3,17,6,L,16-Oct-18,14.5,8.6
470,HECO,ARTR,Exclusion,3,8,3,17,6,L,16-Oct-18,14.7,9.8
471,HECO,ARTR,Control,3,8,3,17,6,L,16-Oct-18,14.8,12.3
472,HECO,HECO,Feedback,3,8,3,17,6,L,18-Oct-18,11.1,12.6
473,HECO,HECO,Exclusion,3,8,3,17,6,L,18-Oct-18,17,12.1
474,HECO,HECO,Control,3,8,3,17,6,L,18-Oct-18,12.5,13.9
475,HECO,PSSP,Feedback,3,8,3,17,6,L,18-Oct-18,13.8,8.5
476,HECO,PSSP,Exclusion,3,8,3,17,6,L,18-Oct-18,18,8.9
477,HECO,PSSP,Control,3,8,3,17,6,L,18-Oct-18,17.4,12
478,HECO,POSE,Feedback,3,8,3,17,6,L,17-Oct-18,14,10.6
479,HECO,POSE,Exclusion,3,8,3,17,6,L,17-Oct-18,15.4,13.3
480,HECO,POSE,Control,3,8,3,17,6,L,17-Oct-18,17.4,11.6
481,HECO,ARTR,Feedback,3,9,3,19,2,L,16-Oct-18,11.3,9.5
482,HECO,ARTR,Exclusion,3,9,3,19,2,L,16-Oct-18,10.9,9.3
483,HECO,ARTR,Control,3,9,3,19,2,L,16-Oct-18,14.7,9.4
484,HECO,HECO,Feedback,3,9,3,19,2,L,18-Oct-18,14.9,8.3
485,HECO,HECO,Exclusion,3,9,3,19,2,L,18-Oct-18,12.3,9.3
486,HECO,HECO,Control,3,9,3,19,2,L,18-Oct-18,16.1,8.4
487,HECO,PSSP,Feedback,3,9,3,19,2,L,18-Oct-18,16.4,8
488,HECO,PSSP,Exclusion,3,9,3,19,2,L,18-Oct-18,13.3,7.2
489,HECO,PSSP,Control,3,9,3,19,2,L,18-Oct-18,14.8,11
490,HECO,POSE,Feedback,3,9,3,19,2,L,17-Oct-18,14.8,9.7
491,HECO,POSE,Exclusion,3,9,3,19,2,L,17-Oct-18,14.3,12.4
492,HECO,POSE,Control,3,9,3,19,2,L,17-Oct-18,14.8,7.6
493,HECO,ARTR,Feedback,3,10,3,20,5,L,16-Oct-18,15,10.5
494,HECO,ARTR,Exclusion,3,10,3,20,5,L,16-Oct-18,11.3,11.3
495,HECO,ARTR,Control,3,10,3,20,5,L,16-Oct-18,14.8,10
496,HECO,HECO,Feedback,3,10,3,20,5,L,18-Oct-18,16.2,11.5
497,HECO,HECO,Exclusion,3,10,3,20,5,L,18-Oct-18,13.4,12
498,HECO,HECO,Control,3,10,3,20,5,L,18-Oct-18,14,9.9
499,HECO,PSSP,Feedback,3,10,3,20,5,L,18-Oct-18,15.8,11.5
500,HECO,PSSP,Exclusion,3,10,3,20,5,L,18-Oct-18,15.1,9.4
501,HECO,PSSP,Control,3,10,3,20,5,L,18-Oct-18,16,8.1
502,HECO,POSE,Feedback,3,10,3,20,5,L,17-Oct-18,13.3,10.1
503,HECO,POSE,Exclusion,3,10,3,20,5,L,17-Oct-18,14.3,8
504,HECO,POSE,Control,3,10,3,20,5,L,17-Oct-18,14.6,13
505,ARTR,ARTR,Feedback,3,9,3,22,3,R,16-Oct-18,7.6,6.6
506,ARTR,ARTR,Exclusion,3,9,3,22,3,R,16-Oct-18,9.1,4.2
507,ARTR,ARTR,Control,3,9,3,22,3,R,16-Oct-18,10.9,11.5
508,ARTR,HECO,Feedback,3,9,3,22,3,R,18-Oct-18,10.1,9.9
509,ARTR,HECO,Exclusion,3,9,3,22,3,R,18-Oct-18,8.4,7.7
510,ARTR,HECO,Control,3,9,3,22,3,R,18-Oct-18,11,6.8
511,ARTR,PSSP,Feedback,3,9,3,22,3,R,18-Oct-18,4,4.7
512,ARTR,PSSP,Exclusion,3,9,3,22,3,R,18-Oct-18,7.6,5.9
513,ARTR,PSSP,Control,3,9,3,22,3,R,18-Oct-18,6.2,6.4
514,ARTR,POSE,Feedback,3,9,3,22,3,R,17-Oct-18,5.9,10.3
515,ARTR,POSE,Exclusion,3,9,3,22,3,R,17-Oct-18,7,10.6
516,ARTR,POSE,Control,3,9,3,22,3,R,17-Oct-18,9.9,7.4
517,BARE,ARTR,Feedback,3,9,3,22,5,R,16-Oct-18,8,7.6
518,BARE,ARTR,Exclusion,3,9,3,22,5,R,16-Oct-18,8.2,5.3
519,BARE,ARTR,Control,3,9,3,22,5,R,16-Oct-18,8.7,8
520,BARE,HECO,Feedback,3,9,3,22,5,R,18-Oct-18,10.2,9.8
521,BARE,HECO,Exclusion,3,9,3,22,5,R,18-Oct-18,8.5,7.8
522,BARE,HECO,Control,3,9,3,22,5,R,18-Oct-18,9.9,7
523,BARE,PSSP,Feedback,3,9,3,22,5,R,18-Oct-18,9,6.8
524,BARE,PSSP,Exclusion,3,9,3,22,5,R,18-Oct-18,8.4,6.5
525,BARE,PSSP,Control,3,9,3,22,5,R,18-Oct-18,11,7.7
526,BARE,POSE,Feedback,3,9,3,22,5,R,17-Oct-18,8.7,6.8
527,BARE,POSE,Exclusion,3,9,3,22,5,R,17-Oct-18,11.7,5.5
528,BARE,POSE,Control,3,9,3,22,5,R,17-Oct-18,8.3,8.2
529,PSSP,ARTR,Feedback,3,9,3,22.3,1.5,R,16-Oct-18,14.1,10.9
530,PSSP,ARTR,Exclusion,3,9,3,22.3,1.5,R,16-Oct-18,9.6,9.5
531,PSSP,ARTR,Control,3,9,3,22.3,1.5,R,16-Oct-18,14,10.7
532,PSSP,HECO,Feedback,3,9,3,22.3,1.5,R,18-Oct-18,12.7,7.6
533,PSSP,HECO,Exclusion,3,9,3,22.3,1.5,R,18-Oct-18,12.7,5.5
534,PSSP,HECO,Control,3,9,3,22.3,1.5,R,18-Oct-18,15.1,7.1
535,PSSP,PSSP,Feedback,3,9,3,22.3,1.5,R,18-Oct-18,12.3,9.3
536,PSSP,PSSP,Exclusion,3,9,3,22.3,1.5,R,18-Oct-18,14,8.2
537,PSSP,PSSP,Control,3,9,3,22.3,1.5,R,18-Oct-18,14.2,7.6
538,PSSP,POSE,Feedback,3,9,3,22.3,1.5,R,17-Oct-18,15.4,8.3
539,PSSP,POSE,Exclusion,3,9,3,22.3,1.5,R,17-Oct-18,17.7,10.9
540,PSSP,POSE,Control,3,9,3,22.3,1.5,R,17-Oct-18,15.3,9.4
541,POSE,ARTR,Feedback,3,9,3,24,0.5,L,16-Oct-18,11.1,8.8
542,POSE,ARTR,Exclusion,3,9,3,24,0.5,L,16-Oct-18,10.6,4.9
543,POSE,ARTR,Control,3,9,3,24,0.5,L,16-Oct-18,13.1,4.7
544,POSE,HECO,Feedback,3,9,3,24,0.5,L,18-Oct-18,13.8,9.9
545,POSE,HECO,Exclusion,3,9,3,24,0.5,L,18-Oct-18,11.9,5.9
546,POSE,HECO,Control,3,9,3,24,0.5,L,18-Oct-18,12,5.3
547,POSE,PSSP,Feedback,3,9,3,24.5,1,L,18-Oct-18,13.2,10.1
548,POSE,PSSP,Exclusion,3,9,3,24.5,1,L,18-Oct-18,12.8,8.4
549,POSE,PSSP,Control,3,9,3,24.5,1,L,18-Oct-18,13,6
550,POSE,POSE,Feedback,3,9,3,24.5,1,L,17-Oct-18,9.7,5.9
551,POSE,POSE,Exclusion,3,9,3,24.5,1,L,17-Oct-18,10.5,3.4
552,POSE,POSE,Control,3,9,3,24.5,1,L,17-Oct-18,12.8,7.2
553,BARE,ARTR,Feedback,3,10,3,27,2,R,16-Oct-18,12.6,8.4
554,BARE,ARTR,Exclusion,3,10,3,27,2,R,16-Oct-18,11.9,6.4
555,BARE,ARTR,Control,3,10,3,27,2,R,16-Oct-18,13.8,5.7
556,BARE,HECO,Feedback,3,10,3,27,2,R,18-Oct-18,13.2,9.4
557,BARE,HECO,Exclusion,3,10,3,27,2,R,18-Oct-18,14.1,9.7
558,BARE,HECO,Control,3,10,3,27,2,R,18-Oct-18,14.7,9
559,BARE,PSSP,Feedback,3,10,3,27,2,R,18-Oct-18,15.1,9.8
560,BARE,PSSP,Exclusion,3,10,3,27,2,R,18-Oct-18,7.6,8.4
561,BARE,PSSP,Control,3,10,3,27,2,R,18-Oct-18,14.5,5.1
562,BARE,POSE,Feedback,3,10,3,27,2,R,17-Oct-18,14.3,9.3
563,BARE,POSE,Exclusion,3,10,3,27,2,R,17-Oct-18,15.4,15.5
564,BARE,POSE,Control,3,10,3,27,2,R,17-Oct-18,12,8.4
565,PSSP,ARTR,Feedback,3,10,3,30,1,L,16-Oct-18,16.1,11.6
566,PSSP,ARTR,Exclusion,3,10,3,30,1,L,16-Oct-18,14.6,11.5
567,PSSP,ARTR,Control,3,10,3,30,1,L,16-Oct-18,14.3,7.7
568,PSSP,HECO,Feedback,3,10,3,30,1,L,18-Oct-18,11.1,7.3
569,PSSP,HECO,Exclusion,3,10,3,30,1,L,18-Oct-18,15,12.6
570,PSSP,HECO,Control,3,10,3,30,1,L,18-Oct-18,15.8,10.4
571,PSSP,PSSP,Feedback,3,10,3,30,1,L,18-Oct-18,14.7,13.8
572,PSSP,PSSP,Exclusion,3,10,3,30,1,L,18-Oct-18,16.1,11.1
573,PSSP,PSSP,Control,3,10,3,30,1,L,18-Oct-18,15.5,12.4
574,PSSP,POSE,Feedback,3,10,3,30,1,L,17-Oct-18,15,10.1
575,PSSP,POSE,Exclusion,3,10,3,30,1,L,17-Oct-18,12,12.2
576,PSSP,POSE,Control,3,10,3,30,1,L,17-Oct-18,18.6,15.7
577,ARTR,ARTR,Feedback,3,10,3,34,4,L,16-Oct-18,11.6,11
578,ARTR,ARTR,Exclusion,3,10,3,34,4,L,16-Oct-18,15.1,11.6
579,ARTR,ARTR,Control,3,10,3,34,4,L,16-Oct-18,9.2,14.5
580,ARTR,HECO,Feedback,3,10,3,34,4,L,18-Oct-18,11.4,12.9
581,ARTR,HECO,Exclusion,3,10,3,34,4,L,18-Oct-18,11,9.7
582,ARTR,HECO,Control,3,10,3,34,4,L,18-Oct-18,8.2,6.1
583,ARTR,PSSP,Feedback,3,10,3,34,4,L,18-Oct-18,10.2,7
584,ARTR,PSSP,Exclusion,3,10,3,34,4,L,18-Oct-18,8.2,9.8
585,ARTR,PSSP,Control,3,10,3,34,4,L,18-Oct-18,12.9,4.5
586,ARTR,POSE,Feedback,3,10,3,34,4,L,17-Oct-18,9.9,7
587,ARTR,POSE,Exclusion,3,10,3,34,4,L,17-Oct-18,10.1,10
588,ARTR,POSE,Control,3,10,3,34,4,L,17-Oct-18,7.2,5.8
589,POSE,ARTR,Feedback,3,10,3,34,0,,16-Oct-18,8.4,9.4
590,POSE,ARTR,Exclusion,3,10,3,34,0,,16-Oct-18,9.3,8.5
591,POSE,ARTR,Control,3,10,3,34,0,,16-Oct-18,6.3,9.2
592,POSE,HECO,Feedback,3,10,3,34,0,,18-Oct-18,8.2,11.7
593,POSE,HECO,Exclusion,3,10,3,34,0,,18-Oct-18,7.7,9.5
594,POSE,HECO,Control,3,10,3,34,0,,18-Oct-18,6.9,8.8
595,POSE,PSSP,Feedback,3,10,3,34,0,,18-Oct-18,9.9,9.4
596,POSE,PSSP,Exclusion,3,10,3,34,0,,18-Oct-18,11.4,9.9
597,POSE,PSSP,Control,3,10,3,34,0,,18-Oct-18,11.3,12.1
598,POSE,POSE,Feedback,3,10,3,34,0,,17-Oct-18,10.6,4.8
599,POSE,POSE,Exclusion,3,10,3,34,0,,17-Oct-18,8.6,12.1
600,POSE,POSE,Control,3,10,3,34,0,,17-Oct-18,11.4,8.1
